Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Colombia,COL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.597358249,0.551483875,0.212850956,0.231127905,0.33055507,0.282997832,0.162957709,0.333830473,0.459947751,0.454538764,0.470461794,0.728254722,0.939231233,1.595669579,1.526672828,2.931701554,1.928883735,0.877016762,0.517691402,1.456749701,1.04506114,0.929119963,1.247368462,1.443410263,1.770422621,1.046802241,3.202627717,5.214927813,2.873546112,1.749593152,2.439226559,2.588226535,2.178065257,1.817908249,2.661082478,7.028894198,4.176882388,4.30967551,4.361982099,3.457326874,2.243830752,4.372984284,4.054759124,4.242273323,4.242506645,3.994775465,4.896244013,4.436491832,3.458091855,4.475904997
Comoros,COM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0.081517754,0,0,0,0,2.235848382,1.056676291,0.956551286,0.091476453,0.590924629,-0.316356418,0.042109206,0.055676771,0.223239729,0.128770385,0.005487788,0.103812309,0.070858011,0.026732989,0.303007094,0.101523836,0.145373546,0.106321874,0.085507771,0.111551728,0.968001191,0.509949589,1.534814523,0.919669867,2.259676741,1.021338307,0.378995744,0.407499043,0.51102987,0.352458387,0.363776568,0.582074141,
Cabo Verde,CPV,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,-0.004581234,1.184315847,0.226217656,0.065067947,0.082309722,0.545399203,0.126125689,0.743054427,0.523498436,5.37425869,5.683107022,2.359642569,1.301706826,9.10423779,6.342824223,1.600319004,2.376755063,4.817967256,7.317637208,8.283481402,11.8730056,12.66662624,11.78671611,7.36080661,6.981903001,5.479689718,7.349250424,4.825662775,9.709658571,6.01649897,7.595436351,6.312150566,5.489324329,5.313323617
Costa Rica,CRI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.675081563,2.051705004,2.087298575,2.465799,2.778803863,3.519980417,2.567899968,2.034222448,1.379424344,1.07792818,1.088700755,2.652634055,1.108714967,1.928962015,1.527123603,1.783525448,1.380407844,1.771472523,2.648099689,1.929146885,2.845043463,2.488492233,2.649909415,2.586686577,2.852591384,2.926137111,3.674810347,3.261931709,4.512607113,4.363804231,4.83912983,3.907699434,4.381590918,4.503290288,5.848783462,7.66376306,7.968078434,8.381297939,7.957789249,5.283016132,5.116701663,6.467331665,5.801837126,6.443621066,6.410226879,5.395651341,4.58454781,4.883577049,4.564360645,4.057517224
Caribbean small states,CSS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,10.01820075,8.960437195,6.741327774,5.81516624,4.920124034,2.456531183,2.120389842,0.990362189,1.043055038,0.84190623,2.383410165,2.975124744,1.67905059,1.382367792,0.7213827,0.272882982,-0.180167699,0.576526796,0.34772386,0.626889948,2.095487863,2.950560143,3.260879127,3.442276833,4.429526593,3.792926859,3.490926305,5.981819638,5.251353042,5.224191494,4.993084132,5.781771973,5.771460977,5.893986664,5.855851488,6.715304141,6.852071232,6.466370242,9.562635516,5.161657057,4.096057424,3.269139633,0.9489768,1.285621761,4.201609535,4.077631207,4.20790641,2.893081186,3.72445176,
Cuba,CUB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.320144921,2.226128891,-0.047921341,2.194020929,4.645935888,4.26238072,5.54068549,4.056649567,
Cayman Islands,CYM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.0889956,631.6022084,426.4064362,474.0525765,254.2484854,399.3225819,230.4595562,1543.367955,1092.110623,1846.596366,54.79250414,70.19764626,1046.111056,
Cyprus,CYP,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,3.694520242,5.624094962,5.634767587,5.915417316,5.473127837,3.944341502,3.751128829,3.312311875,3.16417924,2.312588103,2.384543688,1.498648702,1.402624241,1.45246338,1.528434055,2.264577222,1.417992935,1.554380411,1.265998554,1.012349392,2.447735398,2.334711925,5.724021703,3.370192499,7.744916953,8.560861195,9.085903295,9.662239119,6.2427114,6.459619626,6.303627116,9.325550995,9.573441368,44.16386872,249.1080486,120.5945222,146.7265456,280.1318331,108.6417073,223.7059923,146.4194968,40.72676926,81.10060687,20.85871545,97.05319707
Czech Republic,CZE,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.610953817,1.846783197,4.295331996,2.142662876,2.081967759,5.564970191,9.731527054,8.089408203,8.353677389,10.37300569,2.028840475,5.390523702,10.07491575,4.587564489,7.301099895,3.739795465,2.5568019,4.900684091,1.837581407,4.548829363,3.513606851,3.892179242,0.909872696,5.561841795,5.203351621,3.397998451,3.786314532
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,0.441361885,0.632842207,0.527720741,0.488878354,0.140734902,0.254229652,0.158199267,0.216546108,0.196580449,-0.019633294,-0.051949291,0.060298468,0.129476547,0.081458467,0.072502817,0.113932035,0.124803611,-0.107660495,0.36980321,0.144310233,0.253701122,-0.100288836,0.023164615,0.340906851,0.465679526,0.624360056,0.842609915,1.318741891,3.921041973,12.76319308,2.929289961,2.478372661,2.620117979,-0.726488213,2.102577025,2.922406767,1.486225621,0.829879478,1.66878763,2.533231229,2.604828006,1.855307283,1.800276269,0.501769129,1.857507402,1.866504576,3.225092946,4.252534536,1.326472865
Djibouti,DJI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.067450752,,0.112488428,0.151593805,-0.031767747,0.013264708,0.495241665,0.479043326,0.305457426,0.289528343,0.646649182,0.660629876,0.616772634,0.61709349,0.599332233,0.596129446,0.592742007,0.580649337,2.286739804,5.786694826,3.133262929,14.08394014,23.03889364,22.78584382,9.232551529,3.234153297,6.375384839,8.126150917,14.0004927,6.908369317,5.919046556,6.145400438,5.994400796,5.642665442,
Dominica,DMA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,0.174394724,0,0,0,5.846002333,0.223394855,0.202705733,2.107055443,2.510629735,3.836275563,8.901448206,6.969897664,9.288404657,6.398734127,6.92664681,8.720525896,5.37617783,8.548441801,19.70427266,6.089925621,6.968834482,2.019513695,5.412228622,5.276743013,5.03106133,6.03569257,9.167248151,7.127998777,5.28079377,6.638697269,9.608233276,12.34165741,8.673668329,4.929207623,2.832782069,4.763904236,3.595402483,2.753554819,2.043726428,7.142319056,4.636796876,2.411848548,
Denmark,DNK,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.609061276,0.654939538,0.70591132,0.689865528,0.702566964,0.659532876,-0.426902642,0.152256173,0.148211614,0.318182752,0.146384533,0.160726832,0.221559005,0.099152471,-0.025982202,0.177315602,0.185364032,0.077376286,0.435591271,0.969284583,0.818928446,1.115114973,0.665324523,1.196102293,3.205751697,2.237442892,0.412212569,1.608683422,3.771167013,9.466974627,21.93809364,5.63524699,2.480308516,0.543258463,-3.502430805,4.857700582,0.843187065,3.697114116,0.620106753,1.173902421,-3.654669083,3.941503188,-4.997670326,0.198012181,1.863305283,0.611475188,2.49237426,1.02511761,0.327884742,-1.859036109
Dominican Republic,DOM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,4.819925951,3.900390039,2.188789373,1.471340839,1.832040196,1.775394532,1.51841073,1.558719016,1.343359243,0.31097694,1.371038114,1.054051552,-0.016933982,0.522742555,0.590822839,0.71760002,0.81670013,1.527375957,1.974205111,1.645082915,1.877383252,1.489574746,1.58238558,1.457834889,1.419098658,2.514657901,0.735677376,2.041671802,3.086396033,6.075184306,4.069102037,4.249723678,3.384147242,2.848650081,4.117999045,3.09642719,4.010614707,5.124254462,5.669691569,3.512771866,3.379491398,3.786850662,5.629224568,2.552400718,3.550614845,3.129776532,3.323570834,4.497488808,3.207863799,3.175690096
Algeria,DZA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.647377527,0.011817485,0.613595249,0.585190822,2.710126878,0.764883036,1.054807851,0.85091306,0.512629547,0.077285924,0.823395335,0.029780507,-0.118497329,0.000855798,0.001494776,0.000686577,0.008346683,0.005561001,0.022031597,0.021735256,0.000539792,0.025459024,0.062495706,2.00E-06,2.35E-06,2.39E-06,0.575184045,0.539666948,1.258826219,0.599499055,0.511236504,2.033223986,1.876230272,0.93992694,1.033521718,1.120171949,1.573162273,1.249644741,1.543039292,2.001980094,1.426959352,1.285493378,0.71768882,0.80660228,0.702593209,-0.324011812,1.023698433,0.71746809,0.866905291,
East Asia & Pacific (excluding high income),EAP,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,0.298784079,0.384730787,0.588294508,0.593900669,0.667668183,0.616319616,0.56874662,0.602745502,0.768786399,1.190097963,1.37161559,1.565498347,1.815385626,2.649337383,4.406306377,4.291654215,3.86690926,3.888713718,4.058070462,4.161990072,3.373812479,2.773322876,2.837282903,3.10415785,2.960706257,3.106413349,4.165591311,4.086670491,4.095520974,3.539530029,2.405712673,3.797308323,3.51089149,2.843830537,3.061499528,2.587257475,2.307182891,1.619973521,1.615323147,1.878126514,1.222830169
Early-demographic dividend,EAR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.601527036,0.609719295,0.302694176,0.441173585,-0.197876882,0.94022767,0.15870389,0.354572982,0.469880245,0.234144152,0.114852672,0.930968606,1.112968192,0.663326189,0.64167914,0.392354406,0.462432007,0.253340641,0.548195347,0.522516608,0.606564352,0.842092687,0.835010807,0.784844993,1.230321138,1.336831,1.514713078,1.993149201,1.772227184,2.006477761,1.552759057,1.833180074,1.610839398,1.217958742,1.547307772,2.332670054,2.79978077,3.027065901,3.255372931,2.392011201,2.064193551,2.030082857,1.836098805,2.10846223,1.790976496,2.200485419,1.956940889,1.969140747,2.091815229,1.88884108
East Asia & Pacific,EAS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.616207125,0.645630257,0.600865421,0.338945809,0.504740238,0.446342605,0.400168425,0.292392111,0.296085795,0.288953089,0.334936656,0.454692297,0.436830417,0.440586964,0.288816913,0.3134627,0.446904202,0.587240844,0.594294482,0.52537877,0.709018539,0.510461781,0.650777266,0.91818126,0.991242675,1.079655752,1.177079835,1.425207875,1.429288833,1.692356939,2.114322256,1.654506092,1.442560335,1.470302274,2.057749894,1.834176986,2.629127559,3.233724455,2.730719533,1.969022208,2.923199465,2.844233763,2.443480035,2.765849317,2.866621094,2.817903816,2.35400367,2.289653704,2.320482986,1.76514823
Europe & Central Asia (excluding high income),ECA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.339440204,0.276810309,0.210463507,0.307101648,0.179775716,0.255412349,0.019500729,0.046014769,0.052189645,0.083898168,0.020309489,0.104498932,0.065563349,0.058791993,0.142241795,0.114732832,0.12745396,,,,,,0.312943548,0.476386284,0.39261315,0.730545923,0.887381608,1.425113985,1.248692,1.534028461,1.223875799,2.02244426,1.686188136,2.335722889,3.019518852,3.064659834,4.667999707,5.395068564,4.94701817,3.578198941,2.895242852,3.254409373,2.679810477,2.784027165,1.648647719,1.940402756,3.105348381,2.098795805,1.272455419,1.974684751
Europe & Central Asia,ECS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.704356156,0.623263267,0.571458554,0.671225198,0.772651261,0.531935196,0.411858545,0.554439878,0.498093617,0.517454649,0.543903703,0.478287062,0.444301383,0.475569083,0.31167326,0.511561078,0.583536109,0.705097617,1.019075918,1.25888274,1.41073079,1.097699205,0.926069512,1.069351861,1.074675418,1.39728558,1.425773533,1.82768671,3.309230461,5.758262927,8.569755499,4.524667545,3.757660047,2.895474623,2.817461784,6.114860546,7.110472505,8.911524499,5.384587831,3.236838391,3.582033059,4.621540965,3.64419645,3.126556564,2.42671774,5.213059783,6.188688423,3.601728,0.451620469,1.249844145
Ecuador,ECU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,3.095191998,5.885513304,2.536105579,1.343866522,1.163766949,1.232591543,-0.218875557,0.312886954,0.407632553,0.447261076,0.391465719,0.275093487,0.200703933,0.291502982,0.295639055,0.361535122,0.528922805,0.882009256,1.187567785,1.151839126,0.826810819,0.941811625,0.983738574,2.501330956,2.537928973,1.85193034,1.980782572,2.570657755,3.109081567,3.300590488,-0.127889942,2.20108486,2.743572519,2.6871311,2.28724133,1.188746055,0.579950851,0.380084251,1.712044864,0.493652336,0.23850542,0.814974201,0.645345742,0.76430549,0.759282222,1.332154559,0.755081314,0.598820893,1.353356238,0.899285418
"Egypt, Arab Rep.",EGY,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.008455397,0.026831502,0.000322593,0.006931699,0.001408609,0.068774733,0.458095934,0.727581477,2.148072469,6.749429233,2.53017092,3.399750059,1.061542574,1.582368423,2.146356602,3.015277403,2.951091027,2.342602497,3.401931818,3.144613176,1.707814196,0.676690667,1.096617326,1.058425258,2.420132571,0.994028431,0.940414996,1.135375893,1.268437022,1.174392815,1.236997207,0.522267243,0.736363077,0.286284498,1.589570746,5.993818956,9.343527169,8.873537919,5.831412619,3.551442303,2.91728671,-0.204532287,1.001421905,1.452668056,1.509575225,2.081527134,2.435002181,3.147694016,3.244906346,2.97191266
Euro area,EMU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,0.535676339,0.57183199,0.576308338,0.597742649,0.419922382,0.326900178,0.410483132,0.433433541,0.393477599,0.357320348,0.373022341,0.335074486,0.387598425,0.403125923,0.419600041,0.396866914,0.560989137,0.749281486,0.984268403,1.042964984,0.908845125,0.899973416,0.962453014,0.867345465,1.064757154,1.234601799,1.312515905,2.429795522,4.969201269,8.594198827,4.876814965,3.534266655,3.04175922,2.663533704,6.017402477,7.319569605,9.962892942,4.660778581,3.400300459,4.245912848,6.006494158,4.344141586,4.361702231,2.763487258,6.333627055,4.878600321,2.99735827,0.756062865,1.187532401
Eritrea,ERI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10E-06,2.14E-06,1.88E-06,,5.287331825,5.94284422,0.006102171,12.08005862,3.945534852,1.612458067,3.121554763,2.872720775,2.173353572,0.130327756,1.269492544,0.546786308,2.825700368,4.901180484,5.72501514,1.888618368,,,,,,,,
Spain,ESP,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.541555929,0.433295823,0.453220111,0.495933806,0.368032548,0.594748983,0.403032124,0.458798106,0.733598107,0.650884303,0.641284342,0.84156828,0.90954826,0.949036375,1.029517601,1.088426773,1.372984012,1.433954632,1.866376148,2.032124447,2.606166786,2.164503636,2.104198133,2.058401577,1.653457586,1.347459453,1.525295224,1.59871605,2.537836213,3.092608425,6.786943902,4.608644236,5.579816518,3.395380889,2.367945802,2.341811379,2.614682312,4.634754727,4.558669541,0.642832486,2.576812313,1.814479687,1.573683796,3.496806342,2.405672897,1.927595965,3.591770214,1.903056123,3.456581219,1.325076168
Estonia,EST,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.201953542,5.306331261,4.59794521,3.469557285,5.323717666,10.51176567,5.655849834,7.309609792,9.472201909,4.587809079,10.51106368,8.949751799,21.68738568,10.33467188,13.51333101,8.113086287,9.452423555,13.16292588,4.784416975,7.706480119,4.344602169,6.654529119,-3.104123146,3.857202927,6.343725314,3.838390104,9.232211805
Ethiopia,ETH,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.001620129,0.0396344,0.248414013,0.184499328,0.256553049,3.358748398,3.334132788,0.908732804,1.633506369,4.244759584,3.2480727,5.392122513,5.380415799,2.137800937,3.568235274,1.126470925,0.400997134,0.682729367,0.963030625,1.967356639,0.643172898,2.820412334,3.335691111,4.066488561,5.576212728,4.912707176,3.987712538,
European Union,EUU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.605527679,0.52086535,0.552381977,0.558002817,0.577328192,0.409317275,0.289940906,0.387717072,0.409579309,0.378335695,0.342236755,0.354623042,0.329006124,0.371372321,0.384109497,0.407538854,0.402959405,0.532195344,0.734745415,0.96473833,1.007133928,0.977329306,0.870319111,1.033725391,1.010604205,1.335810706,1.307822494,1.513388578,2.769643239,5.728562937,8.758978439,4.972280578,3.669267129,2.961325369,2.753169765,6.142679953,7.178347862,10.04399529,5.102381896,3.256465068,3.709914148,5.576997425,3.900508692,3.848880505,2.685489389,5.679691668,5.144470036,2.906735589,0.451329833,1.386990613
Fragile and conflict affected situations,FCS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.819794774,1.524747229,0.253277532,0.82319602,0.086160346,0.933489071,-0.135842599,0.392089121,0.373961274,0.390922541,-0.094580734,0.32274184,0.304788609,0.251009229,0.149399383,0.43765031,0.121959823,0.397765924,0.282165016,0.974189577,0.304946245,1.424749038,1.157259972,1.526504881,1.627519851,0.952244748,1.448908362,3.297425276,2.715286359,2.047393835,2.393961373,2.311610848,2.161340771,2.959686317,2.015826337,2.515391214,2.23320942,3.074888281,2.675260959,2.197869767,2.212491989,2.631071801,2.456309319,1.724780906,0.819964408,1.488875092,1.226828547,1.764692138,1.469722036,
Finland,FIN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.158485341,0.199562478,0.250963404,0.066761286,0.140851751,0.231639047,0.182056688,0.143464231,0.093217688,0.061909033,0.052101064,0.189990219,0.001724651,0.165714758,0.257492463,0.201359905,0.551203224,0.298482234,0.48757225,0.41187074,0.574223939,-0.182278447,0.35222682,0.967925394,0.268964374,1.081088343,0.569873751,1.933680856,9.33679172,5.766814649,10.7409341,2.491643223,5.792664554,3.482934135,3.438109701,5.306310361,2.138572866,8.583923646,6.820029147,-3.495423618,4.90446687,-2.182793377,1.909019977,-1.821210672,6.284034718,7.187003395,2.027165484,6.425896578,-3.839065926,3.080603902
Fiji,FJI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.910698644,2.623619632,2.684347493,3.685763025,2.560017778,2.060595295,1.055355921,2.376540998,1.470021646,0.997366831,3.021376519,2.933065366,3.084362504,2.844453477,1.979148258,1.899050005,0.622581546,1.371872325,2.847147693,2.587899631,-2.272714484,-2.904099314,2.467113166,-0.198297881,-1.713786034,-1.151223209,-3.390227577,-2.874582542,1.227319048,-7.573166102,0.035114999,2.487912655,1.664553109,1.740570501,9.187791398,5.752169815,18.82126882,13.63358103,19.27858776,10.7423906,5.670792374,5.753259089,6.981691701,5.818005305,7.779951266,4.385929605,7.9432745,7.240300466,8.468148019,5.827022089
France,FRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.418448076,0.316723878,0.322695756,0.425624843,0.646692012,0.433400884,0.262522929,0.462162851,0.487750171,0.421580946,0.468106015,0.401205879,0.271047895,0.308227517,0.451867818,0.469230253,0.422034253,0.550188789,0.833285658,1.005053258,1.038724949,1.193809085,1.558332664,1.568929474,1.133236784,1.482504442,1.36838947,1.586355841,1.963825255,3.07984401,3.038290685,3.64281272,3.449839003,2.301072654,1.683027874,3.876692772,3.405385576,3.152836846,2.329970036,0.684810626,1.471630163,1.544897075,1.227526406,1.123742809,0.203525272,1.756429965,1.32739278,1.447290056,2.147083782,2.471479987
Faroe Islands,FRO,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6.329822421,,,,,
Gabon,GAB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,-0.216181176,4.113317193,4.041733381,2.199837375,5.154719275,7.735472117,1.285966365,1.242280652,2.366468843,1.816630469,0.736562707,1.413053835,3.641180924,3.297995821,0.228119779,0.451849384,3.239161788,2.73648991,3.45679012,-0.729314863,1.234110823,-1.010365399,2.269871503,-2.597049741,-2.376692874,-3.942388289,-5.007209261,-2.153485033,2.957693889,1.918355874,5.486752594,-2.00474145,0.021857345,1.533961294,4.047948792,3.404977316,2.595405926,5.264176008,4.471792521,5.26869185,3.645404456,6.169785117,3.944723419,1.841538567,6.938646821,0.289976987,8.850109044,10.03409054,5.015649364,
United Kingdom,GBR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.138728591,1.195852917,0.71071276,1.414127456,2.121823274,1.372676187,1.292355806,1.682672051,1.127586247,1.473705819,1.791819689,1.087231673,1.05101857,1.057718801,-0.075261594,1.11928039,1.42482067,1.754640337,2.904105168,2.92466122,3.78380568,2.033973017,1.950665447,1.854764189,1.71516995,2.171258045,2.290067261,3.2911649,6.654918197,7.720615754,9.90039152,3.419665081,5.030086554,1.75406289,3.602072314,9.952156126,7.503876522,6.756623948,8.672014077,0.603386674,2.696079361,1.015754068,1.728381925,1.955230732,1.922135354,1.547962248,12.05564519,4.547793615,2.837061746,0.956041786
Georgia,GEO,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000370208,0.318234361,,,6.907808075,7.341915982,2.939258065,4.299844346,3.412704531,4.723542634,8.390557186,9.613616231,7.067848344,15.12375585,18.59938926,12.52225776,6.137372839,7.521667765,7.745107294,5.87198283,6.088362421,10.42082421,11.60419372,10.93766069,11.71260339,6.924281778,7.151543814
Ghana,GHA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,3.060907384,1.265975856,0.54443206,0.584061697,0.493019313,2.521966977,-0.660372191,0.602536754,0.264745237,-0.069647793,0.350938113,0.385174112,0.403865774,0.059153002,0.045328041,0.124324481,0.07507504,0.092613941,0.096193785,0.285618304,0.251308552,0.303188963,0.350800517,2.095116345,4.27950048,1.647296722,1.730357096,1.187002423,2.237678076,3.156999582,3.329303379,1.680555283,0.955673775,1.791715353,1.568114186,1.350866032,3.116219155,5.586606897,9.517042508,9.132935172,7.849577869,8.255743982,7.982660011,5.171028956,6.267923962,6.57331304,6.335848824,5.51710685,4.559481728,
Gibraltar,GIB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,0.436908149,0.629427404,0.657636533,0.506984007,0.669762681,1.285950488,0.599459553,0.082950518,0.006207106,0.020818932,0.614468899,0.457240138,0.496324792,1.833205778,0.331913252,0.05918595,1.017074291,2.291232378,2.670231303,3.574989252,2.962071801,6.143028628,5.483489,1.355237358,1.478813385,14.09050364,7.928206496,0.00226822,-0.840221283,0.605767934,18.81065692,5.587795363,2.889789684,
"Gambia, The",GMB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.191216154,3.050497817,2.873488176,1.862,1.252641855,0.086818727,0.802214336,-0.405520162,1.224861792,5.970064196,0.116143677,0.918740856,0.124970206,-0.187400535,-0.958617055,-0.221508618,-1.071931394,0.691312137,0.441598291,4.826780643,4.453087478,1.342929308,0.885295183,1.422598197,1.301604126,0.983368797,1.25614806,1.451720973,2.820470737,6.073226367,5.558710413,5.161411923,7.406433371,3.751799555,5.772566095,5.220410852,7.798790956,6.102565555,4.532849255,2.720243094,2.406600848,2.559216532,2.910478884,4.968005048,1.871885281,-0.124944424,-0.07702826,0.363516005,2.028679513,
Guinea-Bissau,GNB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,-0.11928166,,0.034791319,,0.194030811,,,0,0,1.653681528,1.00099924,0.62967931,0.069030437,0.413479127,0.220509219,0.827997818,0.812754019,2.576073212,1.393105603,0.182497208,0.015750083,0.380889298,4.274461445,2.134646239,0.325634875,0.189713802,0.100850271,0.85254521,0.840806547,0.360685296,1.481344947,3.022293113,2.696893903,0.766788557,2.284740036,3.090536018,2.278269929,0.669638224,1.877977539,2.738717598,1.772795812,1.207065495,1.162158676,1.409573186,
Equatorial Guinea,GNQ,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,-0.490043636,1.015924097,1.170052323,4.312322273,3.927972267,7.368396568,1.799758683,0.497340901,1.00860946,9.876772457,37.26105619,4.467705406,16.39251783,16.85947721,89.4756129,161.8237506,12.08386943,74.12389917,24.84168907,14.77053652,64.38410045,17.89914523,27.76057529,7.729147203,9.360005331,4.654782916,9.507021305,-4.019628417,10.88795533,16.75815801,9.247404179,4.400755732,2.655943879,0.771291881,1.769558445,0.480055807,2.492225494,2.981396283,
